name,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,TU7,TU8,TU9,TU10,TU11,TU12,TU13,TU14,TU15,TU16,TU17,TU18,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,TH7,TH8,TH9,TH10,TH11,TH12,TH13,TH14,TH15,TH16,TH17,TH18,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,SA7,SA8,SA9,SA10,SA11,SA12,SA13,SA14,SA15,SA16,SA17,SA18,wait_std,wait_25,wait_50,wait_75,wkday_wait_std,wkday_wait_25,wkday_wait_50,wkday_wait_75,mon_median,tue_median,wed_median,thu_median,fri_median,sat_median,7_wkday_hour_median_wait,8_wkday_hour_median_wait,9_wkday_hour_median_wait,10_wkday_hour_median_wait,11_wkday_hour_median_wait,12_wkday_hour_median_wait,13_wkday_hour_median_wait,14_wkday_hour_median_wait,15_wkday_hour_median_wait,16_wkday_hour_median_wait,17_wkday_hour_median_wait,18_wkday_hour_median_wait
San Pedro,0.0,9.0,20.0,32.0,33.0,33.0,30.0,26.0,32.0,21.0,0.0,0.0,0.0,7.0,10.0,18.0,25.0,29.0,24.0,23.0,24.0,9.0,0.0,0.0,0.0,4.0,9.0,18.0,23.0,32.0,36.0,20.0,23.0,8.0,0.0,0.0,0.0,6.0,8.0,7.0,4.0,12.0,12.0,11.0,11.0,6.0,0.0,0.0,0.0,9.0,10.0,9.0,6.0,7.0,7.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.054699324350695,0.0,7.0,18.5,11.059609927633634,3.0,9.0,21.5,23.5,14.0,13.5,6.5,7.0,0.0,0.0,7.0,10.0,18.0,23.0,29.0,24.0,20.0,23.0,8.0,0.0,0.0
San Ysidro,0.0,12.0,21.0,27.0,33.0,32.0,22.0,18.0,21.0,7.0,0.0,0.0,0.0,10.0,21.0,22.0,19.0,18.0,25.0,18.0,20.0,8.0,1.0,0.0,0.0,3.0,13.0,27.0,24.0,38.0,31.0,18.0,21.0,9.0,0.0,0.0,0.0,7.0,18.0,18.0,17.0,24.0,16.0,17.0,10.0,3.0,0.0,0.0,0.0,8.0,18.0,18.0,16.0,18.0,19.0,14.0,17.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.595271629725604,0.0,10.0,18.25,10.215419827882112,2.5,16.5,20.25,19.5,18.0,15.5,13.0,15.0,0.0,0.0,8.0,18.0,22.0,19.0,24.0,22.0,18.0,20.0,8.0,0.0,0.0
Santa Ana,0.0,19.0,27.0,39.0,51.0,58.0,60.0,55.0,46.0,18.0,2.0,0.0,0.0,21.0,29.0,33.0,32.0,32.0,38.0,31.0,31.0,12.0,2.0,0.0,0.0,9.0,19.0,32.0,36.0,40.0,35.0,24.0,20.0,14.0,0.0,0.0,0.0,16.0,14.0,18.0,16.0,13.0,18.0,23.0,18.0,9.0,4.0,0.0,0.0,15.0,22.0,30.0,26.0,20.0,19.0,15.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.32322193486624,0.0,15.5,27.5,15.95742924228708,6.25,18.0,31.0,33.0,30.0,19.5,15.0,15.5,0.0,0.0,16.0,22.0,32.0,32.0,32.0,35.0,24.0,20.0,12.0,2.0,0.0
Santa Barbara,0.0,14.0,18.0,17.0,19.0,22.0,10.0,15.0,18.0,8.0,1.0,0.0,0.0,12.0,23.0,20.0,10.0,9.0,17.0,17.0,15.0,7.0,0.0,0.0,0.0,2.0,10.0,17.0,15.0,17.0,15.0,18.0,18.0,13.0,0.0,0.0,0.0,10.0,20.0,15.0,13.0,12.0,11.0,3.0,10.0,8.0,2.0,0.0,0.0,9.0,16.0,13.0,11.0,22.0,24.0,23.0,17.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.005854176504943,0.0,10.0,16.25,7.593689768076209,2.0,11.5,17.0,14.5,11.0,14.0,10.0,12.0,0.0,0.0,10.0,18.0,17.0,13.0,17.0,15.0,17.0,17.0,8.0,1.0,0.0
Santa Clara,0.0,7.0,26.0,25.0,22.0,23.0,17.0,21.0,23.0,15.0,0.0,0.0,0.0,7.0,19.0,15.0,16.0,10.0,8.0,11.0,18.0,12.0,0.0,0.0,0.0,1.0,7.0,13.0,14.0,8.0,19.0,17.0,13.0,14.0,0.0,0.0,0.0,4.0,4.0,2.0,3.0,2.0,4.0,7.0,8.0,4.0,0.0,0.0,0.0,3.0,6.0,8.0,7.0,4.0,4.0,9.0,15.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7236603742956484,0.0,4.0,13.0,7.716370447390141,1.75,7.0,14.25,19.0,10.5,10.5,3.5,5.0,0.0,0.0,4.0,7.0,13.0,14.0,8.0,8.0,11.0,15.0,13.0,0.0,0.0
Santa Maria,0.0,19.0,46.0,45.0,52.0,44.0,40.0,36.0,34.0,19.0,0.0,0.0,0.0,17.0,38.0,33.0,28.0,37.0,36.0,35.0,33.0,18.0,0.0,0.0,0.0,10.0,29.0,28.0,21.0,19.0,26.0,30.0,31.0,14.0,0.0,0.0,0.0,13.0,27.0,21.0,13.0,18.0,11.0,17.0,16.0,11.0,0.0,0.0,0.0,13.0,26.0,29.0,19.0,23.0,26.0,27.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.14551225515494,0.0,16.5,28.0,14.538629626358512,7.5,19.0,29.25,35.0,30.5,20.0,13.0,21.0,0.0,0.0,13.0,29.0,29.0,21.0,23.0,26.0,30.0,31.0,16.0,0.0,0.0
Santa Monica,0.0,10.0,23.0,43.0,30.0,21.0,20.0,23.0,34.0,24.0,3.0,0.0,0.0,10.0,25.0,35.0,26.0,18.0,18.0,20.0,34.0,20.0,2.0,0.0,0.0,5.0,17.0,35.0,22.0,18.0,19.0,19.0,29.0,11.0,0.0,0.0,0.0,8.0,10.0,11.0,8.0,9.0,6.0,10.0,14.0,7.0,2.0,0.0,0.0,7.0,14.0,17.0,15.0,14.0,10.0,11.0,15.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.177995094599849,0.0,10.0,19.0,10.91627096363096,4.5,11.0,20.0,22.0,19.0,17.5,8.0,10.5,0.0,0.0,8.0,17.0,35.0,22.0,18.0,18.0,19.0,29.0,11.0,2.0,0.0
Santa Paula,1.0,13.0,41.0,39.0,20.0,28.0,20.0,21.0,28.0,11.0,0.0,0.0,1.0,18.0,33.0,29.0,25.0,21.0,18.0,14.0,14.0,12.0,0.0,0.0,0.0,4.0,16.0,42.0,23.0,29.0,27.0,23.0,13.0,6.0,0.0,0.0,1.0,8.0,19.0,30.0,20.0,20.0,23.0,25.0,27.0,10.0,0.0,0.0,1.0,9.0,19.0,36.0,33.0,21.0,17.0,17.0,14.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.48133974942322,0.0,13.0,21.5,12.044397623969983,3.25,17.0,23.5,20.0,16.0,14.5,19.5,15.5,0.0,1.0,9.0,19.0,36.0,23.0,21.0,20.0,21.0,14.0,10.0,0.0,0.0
Santa Rosa,0.0,5.0,16.0,24.0,21.0,20.0,12.0,10.0,19.0,15.0,0.0,0.0,0.0,6.0,6.0,11.0,10.0,12.0,8.0,12.0,22.0,14.0,0.0,0.0,0.0,2.0,9.0,28.0,27.0,22.0,19.0,14.0,20.0,13.0,0.0,0.0,0.0,5.0,8.0,10.0,6.0,4.0,6.0,7.0,14.0,7.0,0.0,0.0,0.0,7.0,11.0,16.0,11.0,6.0,7.0,9.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.900681910309219,0.0,6.5,13.0,7.765252896227713,1.5,8.5,14.0,13.5,9.0,13.5,6.0,8.0,0.0,0.0,5.0,9.0,16.0,11.0,12.0,8.0,10.0,19.0,13.0,0.0,0.0
Santa Teresa,0.0,6.0,11.0,12.0,19.0,17.0,19.0,14.0,16.0,9.0,0.0,0.0,0.0,7.0,20.0,19.0,13.0,13.0,19.0,18.0,21.0,8.0,0.0,0.0,0.0,2.0,12.0,18.0,15.0,13.0,15.0,15.0,12.0,6.0,0.0,0.0,0.0,3.0,5.0,8.0,8.0,8.0,9.0,14.0,10.0,2.0,0.0,0.0,0.0,4.0,7.0,7.0,10.0,6.0,14.0,11.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.885152199753576,0.0,6.5,13.0,6.700535436906736,1.5,8.0,14.0,11.5,13.0,12.0,6.5,6.5,0.0,0.0,4.0,11.0,12.0,13.0,13.0,15.0,14.0,12.0,6.0,0.0,0.0
Seaside,0.0,4.0,10.0,11.0,8.0,15.0,17.0,13.0,11.0,4.0,0.0,0.0,0.0,3.0,5.0,6.0,12.0,12.0,12.0,15.0,8.0,3.0,0.0,0.0,0.0,1.0,2.0,4.0,6.0,5.0,9.0,7.0,7.0,1.0,0.0,0.0,0.0,3.0,4.0,7.0,6.0,5.0,5.0,6.0,6.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,8.0,8.0,10.0,10.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67184069309505,0.0,3.0,7.25,4.6595688556886845,0.75,4.5,8.0,9.0,5.5,3.0,4.5,3.0,0.0,0.0,3.0,4.0,6.0,8.0,8.0,10.0,10.0,8.0,3.0,0.0,0.0
Shafter,0.0,8.0,18.0,36.0,44.0,29.0,36.0,30.0,42.0,25.0,0.0,0.0,0.0,6.0,24.0,40.0,36.0,28.0,17.0,26.0,35.0,14.0,0.0,0.0,0.0,2.0,12.0,30.0,43.0,29.0,19.0,21.0,25.0,15.0,0.0,0.0,0.0,7.0,16.0,10.0,9.0,11.0,11.0,17.0,19.0,9.0,1.0,0.0,0.0,9.0,14.0,12.0,17.0,12.0,17.0,13.0,12.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25124377780599,0.0,10.5,19.5,13.114058527909899,2.0,12.5,25.0,27.0,20.5,17.0,9.5,12.0,0.0,0.0,7.0,16.0,30.0,36.0,28.0,17.0,21.0,25.0,14.0,0.0,0.0
Simi Valley,0.0,13.0,41.0,51.0,39.0,36.0,24.0,32.0,30.0,22.0,0.0,0.0,0.0,16.0,39.0,37.0,28.0,32.0,35.0,33.0,33.0,17.0,1.0,0.0,0.0,6.0,21.0,31.0,30.0,20.0,26.0,27.0,37.0,21.0,0.0,0.0,0.0,9.0,27.0,19.0,16.0,25.0,23.0,25.0,23.0,12.0,0.0,0.0,0.0,6.0,18.0,32.0,32.0,34.0,30.0,23.0,35.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.888290343702076,0.0,18.0,30.0,14.160540383573018,4.75,22.5,32.0,27.0,30.0,21.0,17.5,20.5,0.0,0.0,9.0,27.0,32.0,30.0,32.0,26.0,27.0,33.0,18.0,0.0,0.0
Sonora,0.0,7.0,27.0,33.0,18.0,16.0,14.0,19.0,13.0,5.0,0.0,0.0,0.0,9.0,18.0,19.0,16.0,15.0,15.0,16.0,9.0,3.0,0.0,0.0,0.0,1.0,7.0,22.0,25.0,28.0,19.0,12.0,12.0,3.0,0.0,0.0,0.0,4.0,4.0,3.0,7.0,9.0,3.0,6.0,6.0,1.0,0.0,0.0,0.0,4.0,5.0,5.0,7.0,12.0,14.0,17.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.356388295915448,0.0,4.0,13.25,8.446892919884803,0.75,6.5,15.0,13.5,12.0,9.5,3.5,5.0,0.0,0.0,4.0,7.0,19.0,16.0,15.0,14.0,16.0,9.0,3.0,0.0,0.0
Stockton,0.0,8.0,7.0,10.0,9.0,15.0,18.0,16.0,20.0,10.0,0.0,0.0,0.0,7.0,12.0,16.0,13.0,14.0,13.0,13.0,19.0,4.0,0.0,0.0,0.0,5.0,9.0,14.0,9.0,9.0,14.0,13.0,17.0,3.0,0.0,0.0,0.0,6.0,11.0,15.0,10.0,10.0,14.0,12.0,16.0,8.0,0.0,0.0,0.0,7.0,8.0,7.0,6.0,10.0,11.0,11.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.375508203377217,0.0,7.5,12.25,6.071234388956642,2.25,9.0,13.0,9.5,12.5,9.0,10.0,7.5,0.0,0.0,7.0,9.0,14.0,9.0,10.0,14.0,13.0,18.0,8.0,0.0,0.0
Susanville,0.0,3.0,3.0,6.0,3.0,7.0,7.0,5.0,9.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,9.0,14.0,12.0,5.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,5.0,5.0,7.0,3.0,9.0,0.0,0.0,0.0,4.0,3.0,5.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,4.0,4.0,6.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0881671283841734,0.0,2.0,4.0,3.1324797491015124,0.0,3.0,5.0,3.0,2.0,3.0,2.0,3.0,0.0,0.0,3.0,3.0,5.0,3.0,5.0,6.0,5.0,3.0,1.0,0.0,0.0
Taft,0.0,6.0,11.0,14.0,5.0,8.0,19.0,3.0,8.0,4.0,0.0,0.0,0.0,6.0,7.0,12.0,6.0,18.0,10.0,8.0,5.0,1.0,0.0,0.0,0.0,2.0,9.0,16.0,6.0,9.0,5.0,9.0,5.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,6.0,4.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.581529734759465,0.0,2.0,6.0,4.69074699217862,0.75,3.0,6.25,5.5,6.0,5.0,1.0,2.0,0.0,0.0,3.0,7.0,12.0,5.0,8.0,5.0,5.0,5.0,1.0,0.0,0.0
Temecula,1.0,24.0,55.0,89.0,104.0,115.0,121.0,115.0,111.0,50.0,1.0,0.0,1.0,20.0,33.0,57.0,71.0,87.0,82.0,72.0,64.0,31.0,0.0,0.0,1.0,11.0,33.0,67.0,75.0,81.0,95.0,76.0,75.0,23.0,0.0,0.0,1.0,20.0,37.0,48.0,51.0,56.0,69.0,67.0,59.0,21.0,0.0,0.0,1.0,18.0,44.0,68.0,66.0,63.0,62.0,49.0,50.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.970857279077556,0.0,32.0,67.0,36.07100655823585,7.75,49.5,69.5,72.0,45.0,50.0,42.5,46.5,0.0,1.0,20.0,37.0,67.0,71.0,81.0,82.0,72.0,64.0,23.0,0.0,0.0
Thousand Oaks,0.0,12.0,29.0,32.0,26.0,39.0,39.0,33.0,27.0,19.0,1.0,0.0,0.0,11.0,31.0,42.0,17.0,28.0,23.0,28.0,27.0,18.0,3.0,0.0,0.0,4.0,18.0,41.0,39.0,25.0,35.0,26.0,26.0,18.0,2.0,0.0,0.0,7.0,17.0,22.0,15.0,17.0,18.0,14.0,18.0,8.0,0.0,0.0,0.0,11.0,28.0,32.0,20.0,24.0,27.0,17.0,23.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.430914925772889,0.0,16.0,26.0,12.855773176079387,3.75,18.0,27.0,26.5,20.5,21.5,14.5,18.5,0.0,0.0,11.0,28.0,32.0,20.0,25.0,27.0,26.0,26.0,18.0,1.0,0.0
Torrance,0.0,3.0,8.0,22.0,29.0,32.0,26.0,25.0,29.0,14.0,0.0,0.0,0.0,5.0,13.0,36.0,36.0,40.0,28.0,28.0,22.0,14.0,0.0,0.0,0.0,4.0,12.0,30.0,27.0,19.0,28.0,25.0,26.0,10.0,0.0,0.0,0.0,3.0,7.0,17.0,18.0,24.0,22.0,18.0,15.0,7.0,1.0,0.0,0.0,3.0,6.0,16.0,22.0,26.0,23.0,25.0,23.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.227235243101395,0.0,9.0,23.25,11.95985516606369,2.5,15.5,25.0,18.0,18.0,15.5,11.0,16.5,0.0,0.0,3.0,8.0,22.0,27.0,26.0,26.0,25.0,23.0,14.0,0.0,0.0
Tracy,0.0,21.0,39.0,39.0,40.0,43.0,44.0,28.0,27.0,9.0,0.0,0.0,0.0,16.0,22.0,13.0,14.0,20.0,21.0,23.0,25.0,22.0,0.0,0.0,0.0,1.0,13.0,33.0,31.0,21.0,28.0,29.0,29.0,11.0,0.0,0.0,0.0,10.0,7.0,5.0,6.0,7.0,11.0,6.0,8.0,4.0,0.0,0.0,0.0,12.0,17.0,16.0,15.0,18.0,14.0,16.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.797806137792994,0.0,8.5,21.0,12.741885642145519,0.75,13.0,22.0,27.5,18.0,17.0,6.0,14.5,0.0,0.0,12.0,17.0,16.0,15.0,20.0,21.0,23.0,25.0,9.0,0.0,0.0
Tulare,0.0,3.0,13.0,32.0,33.0,39.0,39.0,24.0,25.0,21.0,0.0,0.0,0.0,8.0,24.0,38.0,37.0,33.0,33.0,20.0,23.0,15.0,1.0,0.0,0.0,3.0,15.0,36.0,37.0,25.0,28.0,29.0,26.0,11.0,0.0,0.0,0.0,9.0,16.0,25.0,23.0,31.0,30.0,22.0,17.0,11.0,0.0,0.0,0.0,7.0,28.0,34.0,25.0,19.0,19.0,17.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.654924533158717,0.0,14.0,25.0,13.214612695821433,2.5,18.0,28.0,22.5,21.5,20.0,16.5,17.0,0.0,0.0,7.0,16.0,34.0,33.0,31.0,30.0,22.0,23.0,11.0,0.0,0.0
Tulelake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turlock,1.0,16.0,34.0,54.0,47.0,53.0,46.0,39.0,45.0,13.0,0.0,0.0,1.0,19.0,31.0,39.0,35.0,43.0,27.0,28.0,28.0,14.0,1.0,0.0,1.0,5.0,27.0,50.0,32.0,53.0,51.0,40.0,50.0,24.0,1.0,0.0,1.0,11.0,24.0,30.0,18.0,25.0,20.0,13.0,13.0,5.0,0.0,0.0,1.0,13.0,28.0,22.0,28.0,25.0,17.0,17.0,24.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.641929487908573,0.0,16.5,28.5,17.15692774046465,4.0,22.0,32.5,36.5,27.5,29.5,13.0,19.5,0.0,1.0,13.0,28.0,39.0,32.0,43.0,27.0,28.0,28.0,14.0,0.0,0.0
Twentynine Palms,0.0,9.0,11.0,16.0,11.0,11.0,22.0,19.0,17.0,11.0,1.0,0.0,0.0,11.0,11.0,11.0,12.0,11.0,12.0,9.0,10.0,7.0,0.0,0.0,0.0,2.0,6.0,14.0,7.0,10.0,13.0,10.0,10.0,3.0,0.0,0.0,0.0,7.0,6.0,6.0,2.0,6.0,7.0,3.0,3.0,6.0,1.0,0.0,0.0,8.0,11.0,12.0,7.0,6.0,10.0,10.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.594262654531634,0.0,6.0,10.25,5.418111497873575,1.75,7.0,11.0,11.0,10.5,6.5,4.5,6.5,0.0,0.0,8.0,11.0,12.0,7.0,10.0,12.0,10.0,10.0,6.0,0.0,0.0
Ukiah,0.0,6.0,16.0,24.0,11.0,28.0,25.0,23.0,23.0,18.0,2.0,0.0,0.0,5.0,12.0,28.0,20.0,23.0,16.0,14.0,20.0,9.0,0.0,0.0,0.0,1.0,10.0,27.0,30.0,29.0,41.0,27.0,13.0,10.0,0.0,0.0,0.0,2.0,14.0,16.0,16.0,19.0,16.0,9.0,10.0,21.0,0.0,0.0,0.0,5.0,9.0,9.0,13.0,20.0,14.0,24.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.474053193360229,0.0,9.0,18.25,10.279923937373859,1.75,12.5,20.0,17.0,13.0,11.5,12.0,9.0,0.0,0.0,5.0,12.0,24.0,16.0,23.0,16.0,23.0,14.0,10.0,0.0,0.0
Vacaville,0.0,12.0,38.0,46.0,37.0,33.0,30.0,25.0,18.0,5.0,0.0,0.0,0.0,15.0,25.0,23.0,25.0,20.0,18.0,24.0,22.0,8.0,0.0,0.0,0.0,2.0,13.0,23.0,18.0,19.0,21.0,18.0,15.0,6.0,0.0,0.0,0.0,10.0,14.0,3.0,2.0,4.0,5.0,10.0,9.0,5.0,0.0,0.0,0.0,6.0,9.0,7.0,4.0,2.0,6.0,11.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.193341064849816,0.0,5.5,18.0,11.332406907964591,1.5,8.5,18.25,21.5,19.0,14.0,4.5,6.0,0.0,0.0,10.0,14.0,23.0,18.0,19.0,18.0,18.0,15.0,6.0,0.0,0.0
Vallejo,3.0,26.0,48.0,59.0,71.0,66.0,70.0,66.0,74.0,58.0,0.0,0.0,2.0,19.0,32.0,33.0,28.0,15.0,21.0,20.0,20.0,11.0,0.0,0.0,1.0,5.0,23.0,35.0,42.0,36.0,28.0,24.0,28.0,18.0,1.0,0.0,1.0,9.0,9.0,11.0,7.0,8.0,9.0,9.0,8.0,3.0,0.0,0.0,2.0,16.0,17.0,19.0,14.0,17.0,25.0,34.0,25.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.343523768300912,0.0,10.0,25.25,20.62259059715469,3.0,17.0,28.0,58.5,19.5,23.5,8.0,17.0,0.0,2.0,16.0,23.0,33.0,28.0,17.0,25.0,24.0,25.0,17.0,0.0,0.0
Van Nuys,0.0,14.0,32.0,49.0,30.0,37.0,42.0,35.0,47.0,22.0,6.0,0.0,0.0,12.0,30.0,35.0,34.0,40.0,39.0,23.0,30.0,15.0,6.0,0.0,0.0,6.0,30.0,42.0,40.0,44.0,39.0,37.0,32.0,17.0,6.0,0.0,0.0,10.0,20.0,24.0,22.0,24.0,20.0,18.0,22.0,11.0,4.0,0.0,0.0,9.0,21.0,31.0,24.0,25.0,21.0,18.0,23.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.383872619604364,0.0,17.5,30.0,14.606089589871226,6.0,21.5,32.0,31.0,26.5,31.0,19.0,19.5,0.0,0.0,10.0,30.0,35.0,30.0,37.0,39.0,23.0,30.0,15.0,6.0,0.0
Ventura,0.0,10.0,23.0,25.0,19.0,26.0,18.0,19.0,22.0,5.0,0.0,0.0,0.0,8.0,8.0,8.0,14.0,27.0,19.0,8.0,10.0,3.0,0.0,0.0,0.0,4.0,7.0,16.0,12.0,14.0,15.0,8.0,4.0,4.0,0.0,0.0,0.0,7.0,9.0,11.0,8.0,18.0,23.0,21.0,18.0,15.0,0.0,0.0,0.0,5.0,8.0,8.0,7.0,10.0,15.0,17.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.170989083202173,0.0,7.5,15.0,8.021352155059658,2.25,8.0,15.25,18.5,8.0,5.5,10.0,8.0,0.0,0.0,7.0,8.0,11.0,12.0,18.0,18.0,17.0,15.0,5.0,0.0,0.0
Victorville,1.0,13.0,38.0,63.0,78.0,74.0,60.0,49.0,43.0,15.0,0.0,0.0,1.0,11.0,28.0,49.0,46.0,43.0,37.0,35.0,37.0,20.0,0.0,0.0,1.0,6.0,21.0,47.0,58.0,49.0,48.0,34.0,32.0,9.0,0.0,0.0,1.0,10.0,19.0,23.0,24.0,28.0,30.0,24.0,22.0,9.0,0.0,0.0,1.0,9.0,19.0,29.0,35.0,31.0,30.0,26.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.816190129752293,0.0,17.0,34.25,20.540465780095563,4.75,23.5,37.0,40.5,31.5,26.5,20.5,22.5,0.0,1.0,10.0,21.0,47.0,46.0,43.0,37.0,34.0,32.0,12.0,0.0,0.0
Visalia,0.0,7.0,16.0,21.0,17.0,25.0,30.0,24.0,16.0,13.0,0.0,0.0,0.0,7.0,14.0,22.0,20.0,20.0,20.0,19.0,15.0,9.0,0.0,0.0,0.0,2.0,15.0,28.0,21.0,16.0,17.0,17.0,18.0,7.0,0.0,0.0,0.0,6.0,11.0,16.0,7.0,12.0,16.0,16.0,9.0,3.0,0.0,0.0,0.0,6.0,13.0,19.0,14.0,18.0,19.0,19.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.89979646687494,0.0,8.0,17.0,8.579620446479536,1.5,13.0,18.0,16.0,14.5,15.5,8.0,12.5,0.0,0.0,6.0,14.0,21.0,17.0,18.0,19.0,19.0,15.0,7.0,0.0,0.0
Watsonville,0.0,7.0,9.0,9.0,6.0,8.0,9.0,7.0,5.0,2.0,0.0,0.0,0.0,5.0,2.0,4.0,4.0,3.0,4.0,8.0,10.0,6.0,0.0,0.0,0.0,2.0,6.0,5.0,6.0,5.0,5.0,7.0,4.0,1.0,0.0,0.0,0.0,3.0,4.0,4.0,7.0,1.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9129251655928767,0.0,2.0,5.0,2.8857726202560046,0.75,3.0,5.0,6.5,4.0,4.5,3.0,2.0,0.0,0.0,4.0,4.0,4.0,6.0,3.0,4.0,7.0,4.0,1.0,0.0,0.0
